4743|Формовщик капселей|19407|45|2-4|null|null|7321|null
4744|Формовщик колбасных изделий|19409|52|1-5|null|null|7411|null
4745|Формовщик машинной формовки|19411|2|2-5|null|null|7211|null
4746|Формовщик медицинских препаратов, полуфабрикатов и изделий|19413|31|2-5|null|null|8221|null
4747|Формовщик на производстве стеновых и вяжущих материалов|19389|42|2-5|null|null|7450|null
4748|Формовщик огнеупорных изделий|19416|7|2-5|null|null|8123|null
4749|Формовщик пакетов|19418|25|3-4|null|null|8229|null
4750|Формовщик пенальной косметики|19419|55|3|null|null|8221|null
4751|Формовщик по выплавляемым моделям|19421|2|1-4|null|null|7211|null
4752|Формовщик покрышек|19423|33|3-5|null|null|8231|null
4753|Формовщик радиокерамики|19425|20|2-5|null|null|7321|null
4754|Формовщик разделительных и декоративных слоев|19426|29|2-3|null|null|8228|null
4755|Формовщик ртутных выпрямителей|19428|19|1-5|null|null|7241|null
4756|Формовщик ручной формовки|19430|2|1-6|null|null|7211|null
4757|Формовщик селеновых элементов|19432|20|2-4|null|null|7321|null
4758|Формовщик стеклопластиковых изделий|19433|29|1-6|null|null|8228|null
4759|Формовщик сыра|19435|52|2-3|null|null|7416|null
4760|Формовщик текстильных изделий|19437|47|1-2|null|null|8269|null
4761|Формовщик теплоизоляционных изделий|19439|43|3-5|null|null|7450|null
4762|Формовщик теста|19441|55|3-4|null|null|7412|null
4763|Формовщик фарфоровых и фаянсовых изделий|19442|45|1-5|null|null|7321|null
4764|Формовщик фильтр-пластин|19444|38|3|null|null|7450|null
4765|Формовщик фольги|19445|20|2-3|null|null|7211|null
4766|Формовщик форм для наглядных пособий|19447|60|1-5|null|null|7460|null
4767|Формовщик художественного питья|19449|65|2-6|null|null|7333|null
4768|Формовщик электродной массы|19451|8|2-3|null|null|7211|null
4769|Формовщик электрокерамических изделий|19452|45|2-5|null|null|7321|null
4770|Формодержатель|19454|44|1|null|null|9322|null
4771|Форсунщик|19455|1|2|null|null|9322|null
4772|Фосфатировщик|19457|2|1-3|null|null|7250|null
4773|Фотограф|19460|69|3-6|null|null|5148|null
4774|Фотограф|19459|59|3-6|null|null|7341|null
4775|Фотограф прецизионной фотолитографии|19461|20|3-6|null|null|7242|null
4776|Фотограф фотомеханического гравирования|19464|47|4-5|null|null|8269|null
4777|Фотодактилоскопист|27345|null|null|null|null|3450|Специалисты
4778|Фотокерамик|19465|45|4-5|null|null|7324|null
4779|Фотокорреспондент|27348|null|null|null|null|2451|Специалисты
4780|Фотолаборант|19467|69|Фотоработы|14|Выполнение черно-белой технической фотопечати различными способами на стационарных установках снимков для документов, схем и рисунков. Установление режимов печати, проявления и окрашивания эмульсионного слоя красками. Составление различных цветов нитрокрасок и других красителей. Проекционная печать с негатива нескольких фотоотпечатков по установленному эталону.|5148|Рабочие
4781|Фотооператор|19469|58|2-4|null|null|7521|null
4782|Фотопечатник на стекле|19471|44|3-4|null|null|7324|null
4783|Фотопечатник по эмали|19472|65|1-2|null|null|7313|null
4784|Фотоплазокопировщик|19474|22|2-4|null|null|7232|null
4785|Фототекарь|19476|62|3|null|null|5410|null
4786|Фототехник|27352|null|null|null|null|3131|Специалисты
4787|Фотоцинкограф|19477|59|5-6|null|null|7343|null
4788|Фрахтовщик|27361|null|null|null|null|2419|Специалисты
4789|Фрезеровщик|19479|2|Механическая обработка металлов и других материалов.|134-138|Фрезерование деталей, инструмента, штампов, пресс-форм. Нарезание всевозможных резб и спиралей.|7223|Рабочие
4790|Фрезеровщик асбестоцементных плит|19481|42|2-6|null|null|7223|null
4791|Фрезеровщик камня|19483|42|3-5|null|null|7113|null
4792|Фрезеровщик обуви|19485|48|2-6|null|null|7442|null
4793|Фрезеровщик оптических деталей|19486|71|2-5|null|null|7260|null
4794|Фрезеровщик слитков|19488|8|2-3|null|null|7223|null
4795|Фризерщик|19489|52|3-5|null|null|7416|null
4796|Фризерщик|19490|55|3|null|null|7411|null
4797|Фриттовщик|19492|45|4-5|null|null|8125|null
4798|Фриттовщик|19491|2|2,4|null|null|8125|null
4799|Фурнитурщик|19493|49|2,4|null|null|7443|null
4800|Футеровщик (кислотоупорщик)|19496|3|2-6|null|null|7122|null
4801|Футеровщик-каменщик|19494|42|3-5|null|null|7122|null
4802|Футеровщик-шамотчик на ремонте ванн|19497|8|2-6|null|null|7122|null
4803|Футлярщик|19499|48|1-5|null|null|7442|null
4804|Халвомес|19502|55|1,4|null|null|7412|null
4805|Хальмовщик|19503|44|3|null|null|7322|null
4806|Химик|27392|null|null|null|null|2113|Специалисты
4807|Хлораторщик|19505|8|3-5|null|null|8159|null
4808|Хлораторщик по приготовлению двухпористого олова|19506|8|4-5|null|null|8159|null
4809|Хлораторщик электродной продукции|19508|8|3-4|null|null|8159|null
4810|Хлоропроводчик|19509|8|3-4|null|null|8159|null
4811|Хлорщик|19511|41|2-5|null|null|8159|null
4812|Хмелевод|19512|70|""|null|null|6111|null
4813|Холодильщик пищевой продукции|19513|51|2-3|null|null|7411|null
4814|Холодильщик резиновых смесей|19514|33|3-4|null|null|8231|null
4815|Хореограф|27396|null|null|null|null|2454|Специалисты
4816|Хормейстер|27400|null|null|null|null|2453|Специалисты
4817|Хранитель фондов|27406|null|null|null|null|2431|Специалисты
4818|Хранитель экспонатов|27408|null|null|null|null|2431|Специалисты
4819|Хромолитограф|19515|59|5-6|null|null|7343|null
4820|Хронометражист|27412|null|null|null|null|4121|Специалисты
4821|Художественный руководитель|27417|null|null|null|null|2455|Специалисты
4822|Художник|27421|КС, выпуск 2002г|квалификационные характеристики должностей работников, занятых в научно- исследовательских учреждениях , конструкторских, технологических, проектных и изыскательских организациях|1, стр. 365|Проводит работу по внедрению на предприятии, в учреждении, организации производственной эстетики, способствующей повышению роста производительности труда, его привлекательности и эффективности. Принимает участие в разработке художественно-конструкторских проектов реконструкции и строительства помещений предприятия, учреждения, организации.Разрабатывает проекты благоустройства и озеленения прилегающей территории, архитектурно-художественного оформления фасадов зданий, проходных и других принадлежащих предприятию, учреждению, организации сооружений. Следит за правильностью осуществления оформительских работ (рекламы, выставок, панно, плакатов и т.д.).|2452|Специалисты
4823|Художник декоративной росписи по металлу|19517|65|2-6|null|null|7333|null
4824|Художник лаковой миниатюры|27447|null|null|null|null|2452|Специалисты
4825|Художник миниатюрной живописи|19519|65|3-6|null|null|7313|null
4826|Художник народных художественных промыслов|27456|null|null|null|null|2452|Специалисты
4827|Художник по комбинированным съемкам|27465|null|null|null|null|2452|Специалисты
4828|Художник по костюму|19523|49|""|null|null|7443|null
4829|Художник по свету|27467|null|null|null|null|2452|Специалисты
4830|Художник росписи по дереву|19520|65|3-6|null|null|7331|null
4831|Художник росписи по ткани|19521|65|""|null|null|7332|null
4832|Художник росписи по эмали|19522|65|3-6|null|null|7313|null
4833|Художник эктопротезного кабинета|27489|null|null|null|null|2452|Специалисты
4834|Художник-бутафор|27423|null|null|null|null|2452|Специалисты
4835|Художник-глазопротезист|27425|null|null|null|null|2452|Специалисты
4836|Художник-гример|27428|null|null|null|null|2452|Специалисты
4837|Художник-декоратор|27430|null|null|null|null|2452|Специалисты
4838|Художник-декоратор (средней квалификации)|27431|null|null|null|null|3471|Специалисты
4839|Художник-зарисовщик|27434|null|null|null|null|2452|Специалисты
4840|Художник-конструктор (дизайнер)|27439|null|ОБЩЕОТРАСЛЕВЫЕ КВАЛИФИКАЦИОННЫЕ ХАРАКТЕРИСТИКИ ДОЛЖНОСТЕЙ РАБОТНИКОВ, ЗАНЯТЫХ НА ПРЕДПРИЯТИЯХ,В УЧРЕЖДЕНИЯХ И ОРГАНИЗАЦИЯХ|null|Разрабатывает художественно конструкторские проекты изделий производственного назначения.Осуществляет отбор и анализ научно - технической информации. Изучает требования, предъявляемые заказчиками к проектируемым изделиям, технические возможности предприятия для их изготовления.|2452|Специалисты
4841|Художник-конструктор (дизайнер) (средней квалификации)|27440|null|null|null|null|3471|Специалисты
4842|Художник-кукловод|27443|null|null|null|null|2452|Специалисты
4843|Художник-модельер|27450|null|null|null|null|2452|Специалисты
4844|Художник-мультипликатор|27454|null|null|null|null|2452|Специалисты
4845|Художник-оформитель|27459|null|null|null|null|2452|Специалисты
4846|Художник-оформитель (средней квалификации)|27460|null|null|null|null|3471|Специалисты
4847|Художник-оформитель игровых кукол|27462|null|null|null|null|2452|Специалисты
4848|Художник-оформитель игровых кукол (средней квалификации)|27463|null|null|null|null|3471|Специалисты
4849|Художник-постановщик|27470|null|null|null|null|2452|Специалисты
4850|Художник-постановщик телевидения|27472|null|null|null|null|2452|Специалисты
4851|Художник-реставратор|27476|null|null|null|null|2452|Специалисты
4852|Художник-ретушер|27479|null|null|null|null|2452|Специалисты
4853|Художник-скульптор|27482|null|null|null|null|2452|Специалисты
4854|Художник-шрифтовик телевидения|27485|null|null|null|null|2452|Специалисты
4859|Цементаторщик гидромедьустановки|19529|4|2|null|null|8112|null
4860|Центрировщик оптических деталей|19531|71|2-5|null|null|7260|null
4861|Центрифуговщик|19534|31|3-4|null|null|8221|null
4862|Центрифуговщик|19532|4|2-4|null|null|8153|null
4863|Центрифуговщик|19533|30|3-4|null|null|8228|null
4864|Центровщик стеклянных колб|19535|44|1|null|null|9321|null
4865|Цепевязальщик|19536|15|2-4|null|null|7280|null
4866|Цепеизготовитель|19537|15|1-3|null|null|7280|null
4867|Цоколевщик|19539|20|1-4|null|null|7242|null
4868|Чабан|19542|70|3-6|null|null|6121|null
4869|Чаевод|19544|70|""|null|null|6112|null
4870|Часовщик по ремонту механических часов|19545|10|2-6|null|null|5147|null
4871|Часовщик по ремонту электронных и кварцевых часов|19546|10|3-6|null|null|5147|null
4872|Частный детектив|27529|null|null|null|null|3450|Специалисты
4873|Чеканщик|19547|2|1-5|null|null|7224|null
4874|Чеканщик скульптурного производства|19549|65|1-6|null|null|7335|null
4875|Чеканщик художественных изделий|19550|65|1-6|null|null|7333|null
4876|Чернильщик|19552|2|1|null|null|7250|null
4877|Чернильщик ювелирных и художественных изделий|19553|65|3-5|null|null|7313|null
4878|Чертежник|27530|null|null|null|null|3118|Другие служащие
4879|Чертежник-конструктор|27534|null|null|null|null|3118|Другие служащие
4880|Чистильщик|19555|1|1-4|null|null|7223|null
4881|Чистильщик абразивных изделий|19557|17|2|null|null|7270|null
4882|Чистильщик вентиляционных установок|19558|47|2|null|null|9350|null
4883|Чистильщик выпарных аппаратов|19560|48|4|null|null|8269|null
4884|Чистильщик дымоходов, боровов и топок|19561|7|3-4|null|null|8123|null
4885|Чистильщик изделий,полуфабрикатов и материалов|19563|48|1-3|null|null|9350|null
4886|Чистильщик канализационных тоннелей и каналов|19565|28|2-3|null|null|8228|null
4887|Чистильщик коконного сдира|19566|47|1|null|null|9350|null
4888|Чистильщик лица голья|19567|48|4-5|null|null|7441|null
4889|Чистильщик металла, отливок, изделий и деталей|19568|2|1-3|null|null|8122|null
4890|Чистильщик меховых шкурок бензином|19570|48|1|null|null|7441|null
4891|Чистильщик на очистке шламовых бассейнов и болтушек|19571|42|3|null|null|7450|null
4892|Чистильщик оборудования|19574|55|3|null|null|7414|null
4893|Чистильщик оборудования|19572|46|1-2|null|null|9350|null
4894|Чистильщик оборудования|19573|47|2-4|null|null|7223|null
4895|Чистильщик обуви|19575|1|1|null|null|9120|null
4896|Чистильщик оптики|19576|71|1-4|null|null|7260|null
4897|Чистильщик оснастки и приспособлений|19577|33|2-3|null|null|8284|null
4898|Чистильщик по очистке пылевых камер|19580|42|3|null|null|7450|null
4899|Чистильщик полимеризационных стаканов|19579|32|2|null|null|9322|null
4900|Чистильщик продукции|19582|8|2-4|null|null|7214|null
4901|Чистильщик ткани, изделий|19585|47|1-2|null|null|8264|null
4902|Чистильщик ферросплавов|19588|7|2|null|null|9322|null
4903|Чистильщик шпуль|19589|47|1|null|null|9350|null
4904|Чистильщик электроугольных изделий|19591|19|1-2|null|null|7241|null
4905|Чистильщик-точильщик чесальных аппаратов|19586|47|4-5|null|null|7223|null
4906|Член Судебной палаты по информационным спорам при Президенте Российской Федерации|27563|null|null|null|null|1110|Руководители
4907|Член Центральной избирательной комиссии Российской Федерации (замещающий должность на постоянной основе)|27566|null|null|null|null|1110|Руководители
4908|Член комитета (комиссии) Государственной Думы Федерального Собрания|27541|null|null|null|null|1110|Руководители
4909|Член комитета (комиссии) Совета Федерации Федерального Собрания|27543|null|null|null|null|1110|Руководители
4910|Член президиума академии (наук, художеств)|27551|null|null|null|null|1143|Руководители
4911|Член редакционной коллегии (издательства, редакции газет и журналов)|27556|null|null|null|null|2451|Специалисты
4912|Чокеровщик|19593|39|4|null|null|6141|null
4913|Чрезвычайный и Полномочный Посол Российской Федерации (в иностранном государстве)|25638|null|null|null|null|1120|Руководители
4914|Чтец|27575|null|null|null|null|3472|Другие служащие
4915|Шаблонщик|19596|47|3-5|null|null|8269|null
4916|Шабровщик цветных металлов|19598|8|2-3|null|null|7214|null
4917|Шапитмейстер|27606|null|null|null|null|3474|Специалисты
4918|Швейцар|19599|1|Профессии рабочих общие для всех отраслей народного хозяйства.|323|Наблюдение за входом и выходом посетителей.Приведение в порядок вестибюля.|9152|Рабочие
4919|Швея|19601|49|Швейное производство|70-74|Выполнение на машинах или вручную операций по пошиву изделий.|7443|Рабочие
4920|Швея (в сырейно-красильных и скорняжных цехах|19603|48|1-5|null|null|7443|null
4921|Шевинговальщик|19606|2|2-5|null|null|7223|null
4922|Шелковод|19608|70|2,4-5|null|null|6123|null
4923|Шелкограф|19609|27|5|null|null|8227|null
4924|Шероховщик|19611|33|1-5|null|null|8231|null
4925|Шеф-повар|27610|null|null|null|null|1225|Руководители
4926|Шипчандлер|27614|null|null|null|null|3429|Другие служащие
4927|Шифровальщик|27618|null|null|null|null|4112|Другие служащие
4928|Шихтовар|19612|43|3-5|null|null|7450|null
4929|Шихтовщик|19618|45|3|null|null|7321|null
4930|Шихтовщик|19617|43|3-4|null|null|7450|null
4931|Шихтовщик|19614|24|3-5|null|null|8159|null
4932|Шихтовщик|19613|2|1-4|null|null|8122|null
4933|Шихтовщик|19615|40|5|null|null|8144|null
4934|Шихтовщик|19616|42|2-3|null|null|8134|null
4935|Шихтовщик в алмазном производстве|19619|18|2-4|null|null|7270|null
4936|Шихтовщик в производстве абразивов|19620|17|2-3|null|null|7270|null
4937|Шкипер|27623|null|null|null|null|3142|Руководители
4938|Шкипер|19621|56|""|null|null|8340|null
4939|Шкипер рейда|27627|null|null|null|null|3142|Руководители
4940|Шлаковщик|19622|7|2-4|null|null|8121|null
4941|Шламовщик|19625|42|3-4|null|null|8212|null
4942|Шламовщик электролитных ванн|19628|8|3|null|null|8125|null
4943|Шламовщик-бассейнщик|19627|4|2-4|null|null|8111|null
4944|Шлифовщик|19630|2|Механическая обработка деталей и других материалов|143-147|Шлифование и доводка деталей и инструмента.|7224|Рабочие
4945|Шлифовщик алмазов и сверхтвердых материалов|19632|18|3-6|null|null|7224|null
4946|Шлифовщик асбестоцементных и асбестосилитовых плит|19633|42|2-4|null|null|7224|null
4947|Шлифовщик бумаги, картона и фибры|19635|41|2|null|null|7224|null
4948|Шлифовщик водорастворимых кристаллов|19636|20|1-3|null|null|7224|null
4949|Шлифовщик горных пород|19638|5|2-4|null|null|7610|null
4950|Шлифовщик изделий из твердых сплавов и тугоплавких металлов|19640|8|2-6|null|null|7224|null
4951|Шлифовщик изделий строительной керамики|19643|45|2-4|null|null|7224|null
4952|Шлифовщик изделий электронной техники|19645|20|1-6|null|null|7224|null
4953|Шлифовщик изделий, полуфабрикатов и материалов|19641|48|2-5|null|null|7441|null
4954|Шлифовщик искусственной кожи|19646|35|2-3|null|null|7224|null
4955|Шлифовщик камней|19648|10|2-4|null|null|7224|null
4956|Шлифовщик литоофсетных форм|19649|59|3|null|null|7224|null
4957|Шлифовщик медицинских изделий|19651|31|1-4|null|null|7224|null
4958|Шлифовщик микалекса|19652|43|3|null|null|7224|null
4959|Шлифовщик оптических деталей|19654|71|2-5|null|null|7260|null
4960|Шлифовщик печатных валов|19655|47|4|null|null|7224|null
4961|Шлифовщик по дереву|19657|40|2-5|null|null|7224|null
4962|Шлифовщик подносов|19658|65|3-4|null|null|7224|null
4963|Шлифовщик полотна|19663|47|3|null|null|7224|null
4964|Шлифовщик пьезокварцевых пластин и кристаллов|19664|20|2-6|null|null|7224|null
4965|Шлифовщик стекла|19668|44|3-5|null|null|7224|null
4966|Шлифовщик стеклоизделий|19669|44|1-6|null|null|7224|null
4967|Шлифовщик стержней|19671|40|4|null|null|7224|null
4968|Шлифовщик фарфоровых и фаянсовых изделий|19672|45|2-4|null|null|7224|null
4969|Шлифовщик электрокерамических изделий|19674|45|2-5|null|null|7224|null
4970|Шлифовщик электроугольных изделий|19676|19|2-5|null|null|7224|null
4971|Шлифовщик янтаря|19677|65|3-4|null|null|7224|null
4972|Шлифовщик-полировщик изделий из камня|19660|42|2-5|null|null|7313|null
4973|Шлифовщик-полировщик по прецизионной обработке полупроводниковых материалов|19661|20|2-6|null|null|7224|null
4974|Шлифовщик-резчик огнеупорных изделий|19666|7|2-5|null|null|7223|null
4975|Шлиховщик|19679|4|2|null|null|9311|null
4976|Шлихтовар|19680|47|4|null|null|8269|null
4977|Шлюзовщик|19682|4|2|null|null|9311|null
4978|Шнековщик|19683|52|3|null|null|8271|null
4979|Шоколадчик|19685|55|1-5|null|null|8274|null
4980|Шоопировщик элементов|19686|20|3-5|null|null|7250|null
4981|Шпаклевщик|19690|65|2-3|null|null|7331|null
4982|Шпредингист|19691|31|3-4|null|null|8221|null
4983|Шприцовщик|19693|19|2,4|null|null|7241|null
4984|Штабелевщик древесины|19695|39|3-4|null|null|6141|null
4985|Штабелевщик электродов|19696|8|2|null|null|9412|null
4986|Штабелировщик металла|19698|7|1-3|null|null|8333|null
4987|Штамповщик|19700|2|2-5|null|null|7217|null
4988|Штамповщик|19700|02|Котельные, холодноштамповочные, волочильные и давильные работы|77-80|Холодная штамповка деталей на прессах. Настройка штампов и инструментов|7217|Рабочие
4989|Штамповщик (текстильная галантерея)|19716|47|1-3|null|null|7332|null
4990|Штамповщик ватных фильтров|19702|47|4|null|null|8269|null
4991|Штамповщик жидкого металла|19703|2|2-5|null|null|7217|null
4992|Штамповщик изделий из слюды|19706|43|2-3|null|null|7450|null
4993|Штамповщик корректирующих светофильтров|19707|34|2|null|null|9412|null
4994|Штамповщик методом взрыва|19709|2|3-6|null|null|8290|null
4995|Штамповщик на падающих молотах|19710|2|2-5|null|null|7217|null
4996|Штамповщик ножек|19712|20|2-4|null|null|7242|null
4997|Штамповщик пробковых изделий|19713|37|1-3|null|null|7217|null
4998|Штамповщик резиновой обуви|19715|33|2-4|null|null|8284|null
4999|Штамповщик электроимпульсным методом|19718|2|3-5|null|null|8290|null
5000|Штапелировщик|19720|47|1-3|null|null|7431|null
5001|Штемпелевщик карандашей|19721|40|3|null|null|7250|null
5002|Штемпелевщик этикеток|19723|1|1|null|null|9322|null
5003|Штенгелевщик|19725|44|2-3|null|null|8132|null
5004|Штукатур|19727|3|2-6|null|null|7133|null
5005|Эвакуатор|27722|null|null|null|null|5132|Другие служащие
5006|Экипировщик|19740|56|2|null|null|7511|null
5007|Экономист|27728|КС, выпуск 2002г|квалификационные характеристики должностей работников, занятых в научно- исследовательских учреждениях , конструкторских, технологических, проектных и изыскательских организациях|1 стр.363|Оформляет материалы для заключения договоров, следит за сроками выполнения договорных обязательств.Осуществляет учет поступающих денежных средств, товарно - материальных ценностей, основных средств и своевременное отражение на соответствующих бухгалтерских счетах операций, связанных с их движением, а также учет издержек производства и обращения, исполнения смет расходов.|2441|Специалисты
5008|Экономист 1кат.|27728 1|null|null|null|Оформляет материалы для заключения договоров, следит за сроками выполнения договорных обязательств.Осуществляет учет поступающих денежных средств, товарно - материальных ценностей, основных средств и своевременное отражение на соответствующих бухгалтерских счетах операций, связанных с их движением, а также учет издержек производства и обращения, исполнения смет расходов.|null|null
5009|Экономист 2 кат.|27728 2|null|null|null|null|null|null
5010|Экономист вычислительного (информационно-вычислительного) центра|27732|null|null|null|null|2139|Специалисты
5011|Экономист по бухгалтерскому учету и анализу хозяйственной деятельности|27740|null|null|null|null|2411|Специалисты
5012|Экономист по договорной и претензионной работе|27743|null|null|null|null|2413|Специалисты
5013|Экономист по материально-техническому снабжению|27744|null|null|null|null|2413|Специалисты
5014|Экономист по планированию|27745|null|null|null|null|2441|Специалисты
5015|Экономист по сбыту|27746|null|null|null|null|2413|Специалисты
5016|Экономист по составлению расписаний движения воздушных судов|27750|null|null|null|null|2413|Специалисты
5017|Экономист по труду|27755|null|null|null|null|2412|Специалисты
5018|Экономист по финансовой работе|27759|null|null|null|null|2411|Специалисты
5019|Экономист-демограф|27736|null|null|null|null|2122|Специалисты
5020|Экранировщик жил, проводов и кабелей|19742|19|3|null|null|7241|null
5021|Эксгаустировщик банок с консервами|19744|53|2|null|null|9350|null
5022|Экскурсовод|27765|null|null|null|null|3414|Специалисты
5023|Экспедитор|27770|КС, выпуск 2002г|общеотраслевые квалификационные характеристики должностей работников, занятых на предприятиях, в учреждениях и организациях|3 стр 334|Принимает и обрабатывает входящую и исходящую корреспонденцию (индексирует, сортирует, ведет запись в реестровых книгах и описях), проверяет правильность ее оформления. Вскрывает конверты (пакеты), проверяет наличие вложений и направляет корреспонденцию адресатам.|3422|Другие служащие
5024|Экспедитор печати|19745|58|2|null|null|9334|null
5025|Экспедитор по перевозке грузов|27772|null|null|null|null|3422|Другие служащие
5026|Эксперт|27779|null|null|null|null|2419|Специалисты
5027|Эксперт (в представительстве федерального органа исполнительной власти)|27780|null|null|null|null|1120|Специалисты
5028|Эксперт по анализу факторов условий труда|27783|null|null|null|null|2149|Специалисты
5029|Эксперт по внешнеэкономическим вопросам|27786|null|null|null|null|2441|Специалисты
5030|Эксперт по комплектованию музейного и выставочного фонда|27789|null|null|null|null|2431|Специалисты
5031|Эксперт-физик по контролю за источниками ионизирующих и неионизирующих излучений|27792|null|null|null|null|2111|Специалисты
5032|Экстрагировщик пектина|19747|55|4|null|null|7412|null
5033|Электрик судовой|19749|56|""|null|null|8340|null
5034|Электрик участка|27809|null|null|null|null|3113|Специалисты
5035|Электрик цеха|27812|null|null|null|null|3113|Специалисты
5036|Электрик-испытатель бортовой|27806|null|null|null|null|3113|Специалисты
5037|Электроверетенщик|19751|28|2-4|null|null|7212|null
5038|Электровибронаплавщик|19752|2|2-4|null|null|7212|null
5039|Электроворсовальщик|19754|64|2-3|null|null|7460|null
5040|Электрогазосварщик|19756|2|Сварочные работы|45-49|Ручная дуговая, газовая сварка деталей, узлов из сталей и цветных металлов. резка из сталей и цветных металлов|7212|Рабочие
5041|Электрогазосварщик-врезчик|19758|69|4-6|null|null|7212|null
5042|Электродчик|19760|8|2-4|null|null|8290|null
5043|Электродчик|19761|14|2-5|null|null|7280|null
5044|Электродчик безламельных аккумуляторов и элементов|19762|19|1-4|null|null|7241|null
5045|Электродчик ламельных аккумуляторов и элементов|19764|19|2-4|null|null|7241|null
5046|Электрозаточник|19765|2|2-4|null|null|7222|null
5047|Электрокопировщик|19767|34|3-5|null|null|5410|null
5048|Электролизерщик|19769|34|3-5|null|null|8224|null
5049|Электролизник водных растворов|19771|8|2-5|null|null|8125|null
5050|Электролизник по снятию олова с жести|19773|7|2-5|null|null|8121|null
5051|Электролизник расплавленных солей|19774|8|2-6|null|null|8121|null
5052|Электромеханик|27817|null|null|null|null|3113|Специалисты
5053|Электромеханик (судовой)|27819|null|null|null|null|3141|Специалисты
5054|Электромеханик линейный флота (по флоту)|27821|null|null|null|null|3141|Специалисты
5055|Электромеханик линейных сооружений связи и абонентских устройств|27824|null|null|null|null|3113|Специалисты
5056|Электромеханик маяка|27826|null|null|null|null|3113|Специалисты
5057|Электромеханик на дноочистительном снаряде|27829|null|null|null|null|3141|Специалисты
5058|Электромеханик на землесосе, земснаряде|27831|null|null|null|null|3141|Специалисты
5059|Электромеханик перегрузочных машин|27837|null|null|null|null|3113|Специалисты
5060|Электромеханик по испытанию и ремонту электрооборудования|19776|22|1-6|null|null|7232|null
5061|Электромеханик по лифтам|19778|1|Профессии рабочих общие для всех отраслей народного хозяйства.|327-331|Наладка, регулирование и испытание механического и электрического оборудования лифтов.Проверка мегометром состояния изоляции и измерение величины ее сопротивления в электродвигателях, трансформаторах, в кабельных сетях и цепях систем управления. Подготовка лифта к техническому освидетельствованию инспектором Госгортехнадзора|7137|Рабочие
5062|Электромеханик по обслуживанию светотехнического оборудования систем обеспечения полетов|19780|57|3-6|null|null|8283|null
5063|Электромеханик по подъемным установкам|27843|null|null|null|null|3113|Специалисты
5064|Электромеханик по ремонту и обслуживанию медицинских оптических приборов|19782|16|2-6|null|null|7311|null
5065|Электромеханик по ремонту и обслуживанию медицинского оборудования|19784|16|2-6|null|null|7311|null
5066|Электромеханик по ремонту и обслуживанию медицинского рентгеновского оборудования|19786|16|3-6|null|null|7311|null
5067|Электромеханик по ремонту и обслуживанию наркознодыхательной аппаратуры|19787|16|2-6|null|null|7311|null
5068|Электромеханик по ремонту и обслуживанию счетно-вычислительных машин|19789|2|3-6|null|null|8283|null
5069|Электромеханик по ремонту и обслуживанию электронной медицинской аппаратуры|19791|16|3-6|null|null|8283|null
5070|Электромеханик по средствам автоматики и приборам технологического оборудования|19792|2|3-8|null|null|8283|null
5071|Электромеханик по торговому и холодильному оборудованию|19793|55|3-6|null|null|7233|null
5072|Электромеханик подводного аппарата|27840|null|null|null|null|3141|Специалисты
5073|Электромеханик почтового оборудования|19794|58|3-6|null|null|7511|null
5074|Электромеханик радионавигационной системы|27846|null|null|null|null|3113|Специалисты
5075|Электромеханик связи|27850|null|null|null|null|3113|Специалисты
5076|Электромеханик средств радио и телевидения|27853|null|null|null|null|3113|Специалисты
5077|Электромеханик участка|27856|null|null|null|null|3113|Специалисты
5078|Электромеханик флота (по флоту)|27858|null|null|null|null|3141|Специалисты
5079|Электромеханик-наставник|27834|null|null|null|null|3141|Специалисты
5080|Электромонтажник по аккумуляторным батареям|19800|3|2-6|null|null|7137|null
5081|Электромонтажник по вторичным цепям|19802|3|2-6|null|null|7137|null
5082|Электромонтажник по кабельным сетям|19804|3|2-6|null|null|7137|null
5083|Электромонтажник по освещению и осветительным сетям|19806|3|2-6|null|null|7137|null
5084|Электромонтажник по распределительным устройствам|19808|3|2-6|null|null|7137|null
5085|Электромонтажник по сигнализации, централизации и блокировке на железнодорожном транспорте и наземных линиях метрополитена|19810|3|2-6|null|null|7137|null
5086|Электромонтажник по силовым сетям и электрооборудованию|19812|3|2-6|null|null|7137|null
5087|Электромонтажник по электрическим машинам|19814|3|2-6|null|null|7137|null
5088|Электромонтажник судовой|19816|23|2-6|null|null|7137|null
5089|Электромонтажник-наладчик|19798|3|4-6|null|null|7137|null
5090|Электромонтажник-схемщик|19817|19|1-6|null|null|7241|null
5091|Электромонтер главного щита управления электростанции|19819|9|III-VI (группы)|null|null|7233|null
5092|Электромонтер диспетчерского оборудования и телеавтоматики|19821|1|1-6|null|null|8283|null
5093|Электромонтер канализационных сооружений связи|19823|58|2-5|null|null|7522|null
5094|Электромонтер контактной сети|19825|56|1-6|null|null|7137|null
5095|Электромонтер линейных сооружений телефонной связи и радиофикации|19827|58|Работы и прфессии рабочих связи|17-21|Отыскание и устранение повреждения на линейных сооружениях.|7522|Рабочие
5096|Электромонтер оперативно-выездной бригады|19831|9|II-VI (группы)|null|null|7233|null
5097|Электромонтер охранно-пожарной сигнализации|19832|58|Работы и профессии рабочих связи|22-25|Установка, монтаж, наладка аппаратуры охранно-пожарной сигнализации. Проверка работоспособности сигнализации и устройств телефонной линиий.|7522|Рабочие
5098|Электромонтер по испытаниям и измерениям|19834|9|III-VII (группы)|null|null|7241|null
